SKpersonId,personStrId
gap2026,Steensen Nicolaus^1638^1686^0
gap2028,Stetten Hans de^0^0^1688
gap2029,Stramusoli Lorenzo^0^0^1699
gap2030,Stridbeck Johann^0^0^1696
gap2031,Strijcker Franz^0^0^1710
gap2032,Strinati Malatesta^0^0^1689
gap2033,Strozzi Filippo Vincenzo^0^0^1695
gap2034,Strozzi Giovanni Battista^0^0^1672
gap2035,Strozzi Guido Maria^0^0^1711
gap2036,Strozzi Luigi^0^0^1684
gap2037,Strozzi Matteo^0^0^1677
gap2038,Strozzi Pietro Alessio^0^0^1688
gap2040,Sturm Johann Christoph^0^0^1680
gap2041,Sturm Johann Heinrich^0^0^1688
gap2042,Suardo Paolo Girolamo^0^0^1695
gap2043,Suarez Ferdinando^0^0^1698
gap2044,Succi Cesare^0^0^1701
gap2046,Susini Pietro^0^0^1664
gap2047,Svetoni Agostino^0^0^1678
gap2048,T. G.^0^0^1681
gap2049,Tacca Pietro^0^0^1677
gap2050,Taff‚ Giovanni^0^0^1713
gap2051,Talanti Leone^0^0^1687
gap2052,Talducci Della Casa Giacinto^0^0^1686
gap2053,Talenti Giacinto Ventura^0^0^1689
gap2054,Talluri Domenico^0^0^1672
gap2055,Talluri Francesco^0^0^1670
gap2056,Talluri Leone^0^0^1671
gap2057,Tamburini Michel Angelo^0^0^1705
gap2058,Tancredi Romualdo^0^0^1687
gap2059,Tartaglini Domenico^0^0^1700
gap2060,Tavecchi Giovanni Battista^0^0^1689
gap2061,Tedaldi Evangelista^0^0^1682
gap2062,Tela Giovanni Battista^0^0^1680
gap2065,Terenzi Giovanni Antonio^0^0^1705
gap2067,Terrandini Girolamo^0^0^1694
gap2068,Terriesi Francesco^0^0^1687
gap2069,Terrosi Camillo^0^0^1705
gap2070,Testi Annibale Marco^0^0^1701
gap2072,Testi Pier Francesco^0^0^1687
gap2073,Thesseri Theodor^0^0^1680
gap2074,Thioly [Jean Baptiste]^0^0^1700
gap2076,Thye Abraham van^0^0^1687
gap2077,Ticciati Giovanni Filippo^0^0^1677
gap2078,Ticciati Girolamo^0^0^1710
gap2079,Tiepolo Gian Domenico^0^0^1681
gap2080,Tilli Michel Angelo^0^0^1702
gap2081,Tinassi Francesco Antonio^0^0^1697
gap2082,Tinassi Niccolò Angelo^0^0^1679
gap2086,Tolomei Francesco^0^0^1667
gap2087,Tolomei Giovanni Battista^0^0^1695
gap2088,Tomansi Leopoldo^0^0^1686
gap2089,Tondi Olimpiade^0^0^1690
gap2090,Tonelli Ippolito^0^0^1674
gap2091,Tonti Giacinto^0^0^1713
gap2092,Torciglioni Salvestro^0^0^1682
gap2093,Torelli Tito^0^0^1702
gap2094,Torm L.^0^0^1692
gap2095,Tornaquinci Belloni Carlo^0^0^1685
gap2096,Torre da Pirano Giovanni^0^0^1698
gap2097,Torri Andrea^0^0^1659
gap2098,Torti Francesco^0^0^1698
gap2099,Tortolini Stefano^0^0^1691
gap2100,Tosini Jacopo^0^0^1664
gap2101,Tournes Samuel de^0^0^1678
gap2102,Tozzi Bruno^0^0^1701
gap2103,Tozzi Giovanni^0^0^1667
gap2104,Tozzi Giovanni Gualberto^0^0^1664
gap2105,Tozzi Luca^0^0^1693
gap2106,Tozzi Pier Antonio^0^0^1696
gap2107,Trevisan Bernardo^0^0^1703
gap2108,Trigona Filippo Maria^0^0^1694
gap2110,Trinchiero Pietro Andrea^0^0^1676
gap2111,Triveri Francesco Antonio^0^0^1680
gap2112,Troiani Mauro^0^0^1710
gap2113,Trono Andrea^0^0^1698
gap2114,Trueno Giovanni^0^0^1701
gap2115,Tubbi Carlo Antonio;S. Croce^0^0^1692
gap2116,Tucher Cristoforo Guglielmo^0^0^1682
gap2118,Ugolini Giovanni Giorgio^0^0^1677
gap2119,Ulivieri Giovanni Battista^0^0^1691
gap2120,Vaccari Gioia Giuseppe Fiorenzo^0^0^1711
gap2121,Vaccari Giuseppe Antonio^0^0^1704
gap2122,Vachieri Faustino^0^0^1673
gap2123,Vaglierino Giovanni Battista^0^0^1667
gap2124,Vaira Antonio^0^0^1695
gap2125,Vai Vaio^0^0^1701
gap2126,Valbona conte di^0^0^1705
gap2127,Valenti Teodoro^0^0^1690
gap2128,Valero Pedro^0^0^1678
gap2129,Valk P.^0^0^1691
gap2133,Valsalva Anton Maria^0^0^1700
gap2134,Valvasori Domenico^0^0^1677
gap2135,Van Braam Jean^0^0^1705
gap2138,Vanni Domenico^0^0^1686
gap2139,Vanni Giovan Francesco^0^0^1687
gap2140,Vanni Lorenzo^0^0^1668
gap2141,Vannucci Antonio^0^0^1703
gap2142,Vannucci Lorenzo^0^0^1693
gap2143,Varese Ascanio^0^0^1710
gap2144,Variglione Isacco^0^0^1671
gap2145,Velschius Georgius Hieronymus^0^0^1674
gap2146,Venerosi Brandaligio^0^0^1699
gap2148,Veneto Pietro Maria^0^0^1704
gap2149,Venturi Francesco^0^0^1695
gap2150,Venturini Giusto^0^0^1705
gap2151,Venturini Leonardo^0^0^1707
gap2152,Venturini Marzio^0^0^1688
gap2153,Venturini Pietro Antonio^0^0^1701
gap2154,Verdoni Ignazio Lodovico^0^0^1692
gap2155,Verdoni Mauro^0^0^1689
gap2156,Verle Enrico^0^0^1687
gap2157,Verle Giovanni Angelo^0^0^1684
gap2158,Verle Michelangelo^0^0^1675
gap2159,Vernicci Ottavio^0^0^1688
gap2160,Vernini Giacomo^0^0^1691
gap2161,Vettori Vincenzo^0^0^1669
gap2162,Vezzoni Giacinto^0^0^1702
gap2163,Viali Felice^0^0^1678
gap2164,Viani Jean Claude^0^0^1693
gap2165,Vichmans Christian^0^0^1698
gap2167,Vicq Nicholas de^0^0^1699
gap2168,Vidussi Giuseppe Maria^0^0^1706
gap2169,Vigevi Lorenzo^0^0^1696
gap2171,Vili otti Francesco^0^0^1669
gap2172,Villalobos Joan Frixor de^0^0^1696
gap2173,Villani Filiberto^0^0^1704
gap2174,Vincenzio^0^0^1670
gap2175,Vincenzo da Firenze^0^0^1677
gap2176,Vincioli Giacinto^0^0^1710
gap2177,Violani Giovanni Battista^0^0^1670
gap2178,Virali Luigi^0^0^1695
gap2179,Vistoli Giovanni Francesco^0^0^1703
gap2180,Vitalbi Bartolomeo^0^0^1681
gap2181,Vitale Girolamo^0^0^1680
gap2182,Vitelli Clemente^0^0^1683
gap2183,Vittalini Marc'Antonio^0^0^1667
gap2184,Viviani Vincenzo^1622^1703^0
gap2185,Vogel Martin^0^0^1666
gap2187,Vulpini Giovanni Battista^0^0^1677
gap2188,Wacopeus Gilbertus^0^0^1709
gap2191,Wagner Christian^0^0^1691
gap2192,Wahl Karl Ludwig^0^0^1703
gap2193,Walchier Henricht^0^0^1710
gap2194,Walter Federico senior^0^0^1692
gap2195,Wedel Georg Wolfgang^0^0^1689
gap2196,Weigberg Friedrich di^0^0^1691
gap2197,Welsch Georg Hieronymus^0^0^1676
gap2198,Welsch Johan Christoph^0^0^1676
gap2199,Welser Karl Wilhelm^0^0^1686
gap2200,Westenholtz Melchior Luigi^0^0^1676
gap2201,Wetstein Heinrich^0^0^1680
gap2202,Wetstein Jean Rudolph^0^0^1684
gap2203,Widerhold^0^0^1678
gap2204,Widerhold Johann Hermann^0^0^1678
gap2205,Widerhold Judith^0^0^1678
gap2207,Winckel Johann van^0^0^1669
gap2209,Woelcker Georg Karl^0^0^1684
gap2210,Worm Mattheus^0^0^1664
gap2211,Worms Jehosua^0^0^1688
gap2213,Wr•me Stephan^0^0^1686
gap2214,Zaballi Domenico^0^0^1679
gap2215,Zabarella Giacomo jr.^0^0^1675
gap2217,Zabarella Scipione^0^0^1682
gap2218,Zaccagni Lorenzo^0^0^1700
gap2219,Zambeccari Giovanni Battista^0^0^1675
gap2220,Zampi Alessandro^0^0^1676
gap2221,Zanetti Nicola^0^0^1704
gap2222,Zani Luca^0^0^1667
gap2223,Zani Valerio^0^0^1678
gap2224,Zanoni Giacomo^0^0^1676
gap2225,Zanoni Pellegrino^0^0^1682
gap2226,Zanucchi Bonaventura^0^0^1682
gap2227,Zati Gaetano^0^0^1704
gap2228,Zazzerini Giulian Francesco^0^0^1679
gap2229,Zecchi Giovanni Antonio^0^0^1711
gap2230,Zefferini Sebastiano Maria^0^0^1703
gap2231,Zeiser Antonio^0^0^1679
gap2232,Zendrini Bernardino^0^0^1708
gap2233,Zeno Apostolo^0^0^1703
gap2234,Zittelli Giovanni Battista^0^0^1686
gap2235,Zittelli Vincenzo^0^0^1683
gap2236,Zlak Florestano^0^0^1709
gap2237,Zorzi Michelangelo^0^0^1708
gap2238,Zuccherini Luigi^0^0^1696
gap2239,Zucconi Ferdinando^0^0^1687
gap2243,unidentified^0^0^1701
gap2244,unidentified^0^0^1663
gap2250,Bianchi Francesco^0^0^1702
gap2251,Caravaggi Pietro Paolo jr.^0^0^1689
gap2252,Neri Francesco^0^0^1684
gap2253,Cosimo Medici^0^0^1670
gap2254,"Ricci Giovanni Battista, canonico^0^0^1696"
gap2256,Weert Wilhelm van^0^0^1669
gap2257,Bachmair Mattia^0^0^1685
gap2258,Marioni Onorato^0^0^1685
gap2259,Ternisier^0^0^1670
gap2260,Policala Georg^0^0^1709
gap2261,Bindi Francesco^0^0^1664
gap2262,Manolessi Emilio Maria^0^0^1682
gap2263,Strasberg Gottfried^0^0^1708
gap2264,Landi Giacinto^0^0^1676
gap2265,Jean Gilles^0^0^1688
gap2266,Hambloch Heinrich^0^0^1687
gap2267,Fongarini Filippo^0^0^1688
gap2268,Fongarini Carlo^0^0^1688
gap2269,Della Pace Tommaso^0^0^1677
gap2270,Auracher Tobia Osvaldo^0^0^1686
gap2271,Jean-Antoine Huguetan^0^1682^0
gap2273,Arnaud fratelli^0^0^1686
gap2274,Arnaud Lorenzo^0^0^1677
gap2275,Borde Pietro^0^0^1686
gap2276,Arnaud Pietro^0^0^1667
gap2277,Brunacci Brunaccio^0^0^1664
gap2278,La Nou Giovanni^0^0^1658
gap2279,Bonaventura inquisitore^0^0^1685
gap2280,Martini Giovanni Battista^0^0^1697
gap2281,Pecori Anton Francesco^0^0^1705
gap2282,Jean Possuel^0^0^1685
gap2283,Claude Rigaud^0^0^1685
gap2284,Francesco di Paolo Baldelli^0^0^1690
gap99928,Ignoto_99928^0^0^1682
gap99929,Ignoto_99929^0^0^1682
gap99930,Ignoto_99930^0^0^1682
gap99931,Ignoto_99931^0^0^1682
gap99932,Ignoto_99932^0^0^1682
gap99933,Ignoto_99933^0^0^1682
gap99934,Ignoto_99934^0^0^1682
gap99935,Ignoto_99935^0^0^1682
gap99936,Ignoto_99936^0^0^1682
gap99937,Ignoto_99937^0^0^1682
gap99938,Ignoto_99938^0^0^1682
gap99939,Ignoto_99939^0^0^1682
gap99940,Ignoto_99940^0^0^1682
gap99941,Ignoto_99941^0^0^1682
gap99942,Ignoto_99942^0^0^1682
gap99943,Ignoto_99943^0^0^1682
gap99944,Ignoto_99944^0^0^1682
gap99945,Ignoto_99945^0^0^1682
gap99946,Ignoto_99946^0^0^1682
gap99947,Ignoto_99947^0^0^1682
gap99948,Ignoto_99948^0^0^1682
gap99949,Ignoto_99949^0^0^1682
gap99950,Ignoto_99950^0^0^1682
gap99951,Ignoto_99951^0^0^1682
gap99952,Ignoto_99952^0^0^1682
gap99953,Ignoto_99953^0^0^1682
gap99954,Ignoto_99954^0^0^1682
gap99955,Ignoto_99955^0^0^1682
gap99956,Ignoto_99956^0^0^1682
gap99957,Ignoto_99957^0^0^1682
gap99958,Ignoto_99958^0^0^1682
gap99959,Ignoto_99959^0^0^1682
gap99960,Ignoto_99960^0^0^1682
gap99961,Ignoto_99961^0^0^1682
gap99962,Ignoto_99962^0^0^1682
gap99963,Ignoto_99963^0^0^1682
gap99964,Ignoto_99964^0^0^1682
gap99965,Ignoto_99965^0^0^1682
gap99966,Ignoto_99966^0^0^1682
gap99967,Ignoto_99967^0^0^1682
gap99968,Ignoto_99968^0^0^1682
gap99969,Ignoto_99969^0^0^1682
gap99970,Ignoto_99970^0^0^1682
gap99971,Ignoto_99971^0^0^1682
gap99972,Ignoto_99972^0^0^1682
gap99973,Ignoto_99973^0^0^1682
gap99974,Ignoto_99974^0^0^1682
gap99975,Ignoto_99975^0^0^1682
gap99976,Ignoto_99976^0^0^1682
gap99977,Ignoto_99977^0^0^1682
gap99978,Ignoto_99978^0^0^1682
gap99979,Ignoto_99979^0^0^1682
gap99980,Ignoto_99980^0^0^1682
gap99981,Ignoto_99981^0^0^1682
gap99982,Ignoto_99982^0^0^1682
gap99983,Ignoto_99983^0^0^1682
gap99984,Ignoto_99984^0^0^1682
gap99985,Ignoto_99985^0^0^1682
gap99986,Ignoto_99986^0^0^1682
gap99987,Ignoto_99987^0^0^1682
gap99988,Ignoto_99988^0^0^1682
gap99989,Ignoto_99989^0^0^1682
gap99990,Ignoto_99990^0^0^1682
gap99991,Ignoto_99991^0^0^1682
gap99992,Ignoto_99992^0^0^1682
gap99993,Ignoto_99993^0^0^1682
gap99994,Ignoto_99994^0^0^1682
gap99995,Ignoto_99995^0^0^1682
gap99996,Ignoto_99996^0^0^1682
gap99997,Ignoto_99997^0^0^1682
gap99998,Ignoto_99998^0^0^1682
gap99999,Ignoto_99999^0^0^1682
skp000303,Antonio Capponi^0^1659^0
skp001418,Abraham Cappelen^0^0^1681
skp001761,Adeodatus Nuzzi^0^0^1708
skp001918,Adriaan Reland^1676^1718^0
skp002201,Agostino Paradisi^0^0^1759
skp002413,Alexander Cunningham of Block^1654^1737^0
skp002447,Alexander Morus^1616^1670^0
skp002792,Andrea Lorenzo Cavalcanti^1610^1673^0
skp002809,Andreas Arnoldus^1646^1694^0
skp002974,Angelico Aprosius^1607^1681^0
skp003243,Ant. Pagi^0^0^1698
skp003349,Antoine Bulifon^1640^1707^0
skp003393,Antoine Galland^1646^1715^0
skp003539,Anton Maria Salvini^1653^1729^0
skp003592,Antonie van Leeuwenhoek^1632^1723^0
skp003623,Antonio Marco Magliabechi^1633^1714^0
skp003644,Antonio Vallisnieri^1661^1730^0
skp003733,Antonius de Macedo^1612^1693^0
skp003755,Apollonio Bassetti^1631^1699^0
skp004035,Athanasius Kircher^1602^1680^0
skp004230,Augustinus Coltellini^1613^1693^0
skp005091,Bernard de Montfaucon^1655^1741^0
skp005253,Biago Garofalo^1677^1762^0
skp005529,Bruno van der Dussen^1660^1741^0
skp005642,Burghius^0^0^1650
skp006683,Carlo Barberini^0^0^1696
skp006710,Carlo Roberto Dati^1619^1676^0
skp006721,Carlodi Tommaso Strozzi^0^0^1696
skp006733,Carola Catharina Patina^0^0^1689
skp006773,Carolus Crucius^0^0^1710
skp006802,Carolus Offredus^0^0^1654
skp006851,Caspar Brandt^1653^1696^0
skp006882,Caspar Sagittarius^1643^1694^0
skp007381,Charles Patin^1633^1693^0
skp007629,Christ. Schoettgenius^0^0^1710
skp007733,Christian Daum^0^0^1682
skp007948,Christianus Lupus^1611^1681^0
skp008118,Christophorus Arnoldus van Neurenberg^0^0^1666
skp008293,Claude Nicaise^1623^1701^0
skp008550,Conrad Samuel Schurtzfleisch^0^0^1683
skp008563,Conradus Janningus^1650^1723^0
skp008617,Domenico Passionei^1682^1761^0
skp009119,Cosimo Brunetti^0^1680^0
skp009121,Cosimo III de Medici^1642^1723^0
skp009720,Daniel Cosson^1648^1688^0
skp009731,Daniel Elzevier^1628^1680^0
skp009845,Daniel van Papenbroeck^1628^1714^0
skp010043,David Wilkens^0^0^1717
skp010626,Dominico Bellucius^0^0^1653
skp011377,Eduardus Holthenus^0^0^1706
skp011538,Elias Obrecht^0^0^1697
skp011706,Emanuel a Schelstrate^1645^1692^0
skp011724,Emery Bigot^1626^1689^0
skp011835,Enrico Noris^1631^1704^0
skp012062,Etienne Le Moine^1624^1689^0
skp012121,Eusebe Renaudot^1646^1720^0
skp012261,Ezechiel Spanheim^1629^1710^0
skp012673,Hendrick van Bilderbeeck^1640^1715^0
skp012986,Ferdinand del Maestro^0^0^1648
skp013048,Filippo Antonio Gualterio^1660^1728^0
skp013307,Francesco Bernardo Ferrari^1577^1669^0
skp013320,Francesco Ficoroni^1664^1747^0
skp013335,Francesco Maria Ceffini^0^0^1652
skp013342,Francesco Maria de Medici^1660^1711^0
skp014120,Frederik Rostgaard^1671^1745^0
skp014308,Friedrich Benedikt Carpzov^1649^1699^0
skp015889,Georg Abraham Mercklin^1644^1702^0
skp015901,Georg Arnold Burger^0^0^1680
skp015922,Georg Caspar Kirchmayer^0^0^1684
skp016147,Giorgio Biagio Baglivi^1668^1707^0
skp016743,Giacinto Cestoni^0^0^1716
skp016821,Gieronimo Casanate^1620^1700^0
skp016830,Gijsbert Cuper^1644^1716^0
skp016870,Gilles Ménage^1613^1692^0
skp016924,Giovanni Alfonso Borelli^1608^1679^0
skp016951,Giovanni Battista Vico^1668^1744^0
skp016959,Giovanni Cinelli Calvolli^1625^1706^0
skp016967,Giovanni Domenico Cassini^1625^1712^0
skp016982,Giovanni Giuseppe Orsi^0^0^1724
skp016998,Giovanni Paolo Oliva^1600^1681^0
skp017014,Giovanni Vincenzo Gravina^1664^1718^0
skp017089,Giulio Negri^0^0^1700
skp017150,Giuseppe Valletta^1636^1714^0
skp017222,Godofredus Henschen^1601^1681^0
skp017330,Gottfried Wilhelm Leibniz^1646^1716^0
skp017500,Gregorio Barbarigo^1625^1697^0
skp017502,Gregorio Leti^1630^1701^0
skp017529,Grimaldi^0^0^1706
skp018807,Heinrich Meibom^1655^1700^0
skp019383,Henricus Copes^1648^1708^0
skp019467,Henricus Sike^0^0^1708
skp019539,Henrik Brenkman^1681^1736^0
skp019576,Henry Dodwell^1641^1711^0
skp019725,Hermann Conring^1606^1681^0
skp020002,Hiob Ludolf^1624^1704^0
skp020060,Holger Jacobaeus^1650^1701^0
skp022802,Johann Heinrich Hottinger^1620^1667^0
skp023246,Giovan Filippo Marucelli^1628^1680^0
skp023799,Jacob Spon^1647^1685^0
skp024024,Jacobus Gronovius^1645^1716^0
skp024041,Jacobus Ignatius Krijs^1673^1724^0
skp024112,Jacobus Perizonius^1651^1715^0
skp024124,Jacobus Quetif^1618^1698^0
skp024160,Jacobus Tollius^1633^1696^0
skp025218,Jean Alphonse Turretin^1671^1737^0
skp025230,Jean Antoine Huguetan^1647^1750^0
skp025377,Jean Bertet^1622^1681^0
skp025402,Jean Chapelain^1595^1674^0
skp025534,Jean Garnier^1612^1681^0
skp025637,Jean Le Clerc^1657^1736^0
skp025678,Jean Mabillon^1632^1707^0
skp025728,Jean Paul de La Roque^0^0^1682
skp026152,Joachim Feller^1628^1691^0
skp026196,Joachim Pastorius^1611^1681^0
skp026255,Joan Willemsz. Blaeu I^1596^1673^0
skp026465,Joannes Kool^1672^1712^0
skp026524,Joannes Petrus d'Apples^1656^1733^0
skp026706,Giovanni Giustino Antonio Ciampini^1633^1698^0
skp026821,Johannes Vignoli^1667^1733^0
skp027249,Johan de Witt^1662^1701^0
skp027356,Johann Albert Fabricius^1668^1736^0
skp027439,Johann Burkhard Mencke^1674^1732^0
skp027530,Johann Christoph Wagenseil^1633^1705^0
skp027546,Johann Conrad Schwartz^1677^1747^0
skp027764,Johann Georg Volckamer^1616^1693^0
skp028069,Johann Maurice Hoffmann^1653^1727^0
skp028586,Johannes Georgius Graevius^1632^1703^0
skp028639,Johannes Harduin^1646^1729^0
skp028697,Johannes Hevelius^1611^1687^0
skp029986,Justus Fontaninus^1666^1736^0
skp031486,Laurentius Theodorus Gronovius^1648^1724^0
skp031684,Leone Allacci^1586^1669^0
skp031747,Leopoldo de Medici^1617^1675^0
skp031889,Lodovico Antonio Muratori^1672^1750^0
skp031940,Lorenzo Magalotti^1637^1712^0
skp031942,Lorenzo Panciatichi^1635^1676^0
skp032222,Louis Thomassin de Mazaugues^1647^1712^0
skp032381,Lucas Holstein^1596^1661^0
skp032392,Lucas Schroeck^1646^1730^0
skp032432,Ludolf Küster^1670^1716^0
skp033462,Marcello Malpighi^1628^1694^0
skp033473,Marco Rossetti^0^0^1760
skp034153,Mathias de Roy^0^0^1719
skp034833,Vincente Minutoli^1640^1710^0
skp035864,Nicolaas Heinsius^1620^1681^0
skp036048,Nicolas Toinard^1628^1707^0
skp036144,Nicolaus Xaverius Valletta^1687^1717^0
skp036430,Ottavio Ferrari^1607^1682^0
skp036433,Ottavio Piero Falconieri^1636^1675^0
skp036686,Prospero Mandosio^1650^1709^0
skp037274,Paolo Boccone^1633^1704^0
skp037316,Pasquier Quesnel^1634^1719^0
skp037644,Peter Lambeck^1628^1680^0
skp037757,Petrus Burman^1668^1741^0
skp037816,Petrus Francius^1645^1704^0
skp037851,Petrus Hotton^1648^1709^0
skp038277,Philippus Rulaeus^1640^1678^0
skp038400,Pierre Bayle^1647^1706^0
skp038568,Pierre Marcelin Corradinus^1658^1743^0
skp038661,Pieter van der Aa^1659^1733^0
skp039029,Pietro Scaven^0^0^1651
skp039570,Raphael Fabretti^1618^1700^0
skp039808,René-François de Sluse^1622^1685^0
skp040288,Rudolph Martin Meelführer^0^0^1701
skp041088,Scipio Maffei^0^0^1711
skp041218,Sertorio Orsati^1617^1678^0
skp041279,Sigismondo Chigi^1649^1678^0
skp041798,Stephanus Gradius^1613^1683^0
skp042419,Thierry Ruinart^1657^1709^0
skp042454,Thomas Bartholin^1616^1680^0
skp042495,Thomas Fritsch^1666^1726^0
skp042650,Thyrso Gonzalez de Santalla^1624^1705^0
skp042949,Valentin Conrart^1603^1675^0
skp043034,Valerio Chimentelli^1620^1668^0
skp043306,Vincent Placcius^1642^1699^0
skp044141,Wilhelm Ernst Tentzel^1659^1707^0
skp044470,Willem Goes^1611^1686^0
skp044603,Willem Surenhuisen^1666^1729^0
skp044848,William Sherard^1659^1728^0
skp053080,Henry Newton^1651^1715^0
skp053467,Étienne Baluze^1630^1718^0
